turn_id,meeting_id,speaker_id,next_speaker_id,utterance_text,pause_duration_ms,speech_duration_ms,num_words,last_token,ends_with_punctuation,has_question_word,syntactic_completeness_score,is_backchannel,is_interruption,label_end_of_turn,source_corpus,label_source
ami_000060,EN2001a,D,C,threshold . So anything that has less than say nought point five importance gets assigned to zero .,559,6409,16,zero,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000061,EN2001a,D,E,it will be very hard . I think it would be like an hour or two's work .,990,2539,16,work,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000062,EN2001a,D,E,"I don't know , tenth of a second silence in between each one or something like that .",370,4009,16,that,1,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000063,EN2001a,D,E,"Normalise it , yeah .",250,1119,3,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000064,EN2001a,E,D,"probably that says , well , the I guess that goes with the utterance , who's speaking .",1129,3340,14,speaking,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000065,EN2001a,E,D,"the utterance , who's speaking . Because then we can also do the display about who's speaking .",450,5329,15,speaking,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000066,EN2001a,D,E,we'll need that . We also really wanna be able to search by who's speaking as well .,1090,5479,16,well,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000067,EN2001a,E,E,"Just thinking , what's the simp so",1769,2359,6,so,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000068,EN2001a,E,A,"maybe that it doesn't try to load them all into memory at the same time , but just",660,3039,17,just,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000069,EN2001a,A,E,But if you were doing a search over the whole corpus you'd have to load them all .,769,2730,17,all,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000070,EN2001a,E,A,"failed right when you load it , right , the NITE X_M_L_ kit , so that's interesting .",2080,3139,16,interesting,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000071,EN2001a,B,E,the and what's what else there ? Not the summaries . It only loads those on demand .,2720,7850,15,demand,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000072,EN2001a,E,E,"of meta-data , you know what I mean , like sort of sort of for the whole series",1679,4610,16,series,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000073,EN2001a,E,E,"mean , like sort of sort of for the whole series chunks representing the individual meetings or some",1900,9120,17,some,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000074,EN2001a,E,E,"probably be like that would be representing a whole um topic , a segment in a meeting .",1769,6970,16,meeting,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000075,EN2001a,E,D,"of like creating a virtual a virtual meeting out of the whole meeting series , sort of .",299,4409,16,of,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000076,EN2001a,D,E,That's easy . You just like create a new X_M_L_ document in memory .,309,4150,14,memory,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000077,EN2001a,E,A,the same algorithm . That would be an alternative if we can't actually load the whole thing and,519,3069,17,and,0,0,0.18,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000078,EN2001a,D,E,", just replace them . And then you only have to process one meeting at a time .",1440,3289,15,time,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000079,EN2001a,E,D,that means you have to through every single utterance in a series of seventy hours of meetings .,200,5849,17,meetings,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000080,EN2001a,D,E,maybe we should build a b store a mean measure for the segments and meetings as well ?,299,6670,17,well,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000081,EN2001a,E,E,"Yeah , so so but still so in in general we're having we're having utterances",1759,4490,14,utterances,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000082,EN2001a,E,E,so but still so in in general we're having we're having utterances and they have a score .,2269,7350,17,score,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000083,EN2001a,E,D,"information of course . Hmm ? And a and a s and a speaker information , yeah .",550,4709,14,yeah,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000084,EN2001a,E,E,"in , yeah . And and probably separate to that an information about the different topics like that",1909,4039,16,that,0,0,0.1,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000085,EN2001a,E,E,yeah . And and probably separate to that an information about the different topics like that Yeah .,1519,6080,16,yeah,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000086,EN2001a,E,E,. And and probably separate to that an information about the different topics like that Yeah . So,1390,8000,16,so,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000087,EN2001a,D,E,"Well yeah , and then it'll f preserve the order when it's displayed the",980,4849,13,the,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000088,EN2001a,E,E,them in some order in which they were set because otherwise it's gonna be more entertaining . Um,1609,5839,17,um,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000089,EN2001a,E,A,shifts the whole frame and it alerts every single element of the display and the display updates .,289,4380,17,updates,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000090,EN2001a,A,E,we do not want it in to develop a little tree display as well for multiple results .,730,3380,17,results,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000091,EN2001a,A,E,"tree display as well for multiple results . Yeah , but that'd be quite easy to do .",279,5660,15,do,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000092,EN2001a,E,A,so so if if somethi so yeah . So if in that tree display somebody clicks on something,889,4450,17,something,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000093,EN2001a,A,E,You just need to find the time stamp .,289,1380,8,stamp,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000094,EN2001a,E,E,", that I don't know . But that we can decide about , but a general sort of",2349,2599,15,of,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000095,EN2001a,E,D,the search routine which sort of push that into NITE X_M_L_ and says please go there now .,1019,4519,19,now,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000096,EN2001a,D,D,So we should basically make our own X_M_L_ document in memory,2060,4299,13,memory,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000097,EN2001a,D,D,So we should basically make our own X_M_L_ document in memory that everyone's um,1450,8289,16,um,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000098,EN2001a,D,E,the underlying data . And then have that X_M_L_ uh NITE X_M_L_ document tied to the interface .,920,6750,20,interface,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000099,EN2001a,D,E,"Well , you can make it in a file if you want .",1000,1830,11,want,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000100,EN2001a,E,C,and we just tie that to the existing utterances and tie them to the existing speaker changes .,1220,4680,17,changes,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000101,EN2001a,C,B,for individual words . So how do we do that then ? We for utterances as well .,1639,7490,15,well,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000102,EN2001a,C,C,I think it's just for one,2609,2310,6,one,0,0,0.53,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000103,EN2001a,A,C,"Yeah , I think I think those segments for each utterance are split up .",309,4100,13,up,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000104,EN2001a,A,E,"Yeah , I think I think those segments for each utterance are split up . Think so .",2190,5759,15,so,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000105,EN2001a,A,E,pretty sure it's already there . Pretty sure that's already there . The the utterances are numbered .,1559,5250,15,numbered,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000106,EN2001a,E,B,"Yeah , the the girl said the utterances themselves are not numbered at the moment .",1059,3009,14,moment,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000107,EN2001a,C,E,"quite sure , I have only seen that the uh the individual words have got an I_D_ .",670,4750,17,d,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000108,EN2001a,E,C,Okay . Okay . Okay . Yeah . So I guess that would be solvable if not .,470,6980,13,not,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000109,EN2001a,C,B,at the time stamps and then take the ones that uh belong together to form an utterance .,1389,7200,17,utterance,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000110,EN2001a,C,B,"Yeah , if they are already , there's it's easy but it would be possible .",940,3599,13,possible,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000111,EN2001a,B,A,"that were Yeah , there's um this segments file . Um you know , the X_M_L_ segments .",369,5870,16,segments,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000112,EN2001a,C,E,"they are already , there's it's easy but it would be possible . Uh yeah . Okay .",1490,6710,14,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000113,EN2001a,E,B,Is that a board marker pen actually ?,2990,1529,7,actually,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000114,EN2001a,E,E,"a list of all this stuff , or we probably can somebody can do it on paper .",1840,3159,16,paper,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000115,EN2001a,E,D,"outside . Or we just tie it to it . And there is segments , which hmm ?",349,8890,14,hmm,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000116,EN2001a,D,E,"They are utterances , aren't they ? The segments are utterances , aren't they ? Yeah .",230,5019,12,yeah,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000117,EN2001a,D,B,"Well , that's easy .",509,960,3,easy,1,0,0.72,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000118,EN2001a,B,E,"is for example when when you look at the data , what is displayed in one line .",1430,4379,16,line,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000119,EN2001a,E,D,. Is the uh is that the same as utterances that is that the same as utterances that,609,5000,17,that,0,1,0.22,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000120,EN2001a,D,B,"may not be exact every time , but it's a so sort of size we're looking for .",269,3740,16,for,1,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000121,EN2001a,E,B,Mm-hmm . Mm-hmm .,309,1710,2,mm-hmm,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000122,EN2001a,B,E,um short pauses in it and they're indicated by square brackets pause or something in the data .,1160,7059,17,data,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000123,EN2001a,E,B,What so that's Oh . But that's one o one segment or is that two segments then ?,1039,6990,16,then,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000124,EN2001a,B,E,Um someti uh but uh the annotators decided what was one segment and what wasn't .,329,6120,15,wasn't,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000125,EN2001a,B,E,I think so .,209,1080,3,so,1,0,0.72,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000126,EN2001a,E,A,it's the sa it's sort of like one person's contribution at a time sort of thingy dingy .,660,4049,17,dingy,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000127,EN2001a,E,E,", so we have those , and and then we have some f field somewhere else which has",1769,4320,16,has,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000128,EN2001a,E,A,"we have those , and and then we have some f field somewhere else which has topics .",590,7059,16,topics,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000129,EN2001a,E,A,they start and where they finish . And the utterances then say which topic they belong to .,440,3509,16,to,1,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000130,EN2001a,B,E,ca utterance can have several um types . For example for the dialogue acts and so on .,730,6500,16,on,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000131,EN2001a,E,A,"would only be one , right , because it's sort of like it's just a time window .",359,2839,15,window,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000132,EN2001a,B,E,"Yeah . Should be , yeah .",890,1829,4,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000133,EN2001a,E,E,"be one , right , because it's sort of like it's just a time window . Yeah .",1839,4690,14,yeah,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000134,EN2001a,E,E,of all the utterances slash segments and like short or smaller lists which give weight to them .,1610,6940,17,them,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000135,EN2001a,E,D,"the other because the one has the weight for the other , then it's probably quicker to just",339,3420,17,just,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000136,EN2001a,D,D,a new X_M_L_ file ? Can NITE handle just loading arbitrary uh new like attributes and stuff ?,1339,7440,18,stuff,1,1,0.92,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000137,EN2001a,D,E,"like attributes and stuff ? I mean , I would have thought they'd make it able to .",370,4599,15,to,1,1,0.57,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000138,EN2001a,E,E,having the same amount of data coming from two d files instead of from one file is massive,1509,4279,18,massive,0,0,0.53,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000139,EN2001a,D,E,quite nice . 'Cause their parser is probably much faster than anything we've come up with anyway .,279,4339,16,anyway,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000140,EN2001a,E,E,"that whether that works with their query language , whether that's too many results and whether we shou",2019,4900,17,shou,0,0,0.53,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000141,EN2001a,E,D,"say oh no , this is less than three and I'm not gonna display it or something .",989,3280,16,something,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000142,EN2001a,D,E,can just process it all in chunks if it gets too big to load it into memory .,210,4289,17,memory,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000143,EN2001a,E,D,"they say oh , this piece I leave out , because it's below the current threshold level .",259,4130,15,level,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000144,EN2001a,D,A,topic segment . 'Cause otherwise we'd be recalculating the same thing over and over and over again .,200,4309,16,again,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000145,EN2001a,A,D,"Yeah , that'd be much more efficient to do that . Yeah .",1409,1929,10,yeah,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000146,EN2001a,E,D,When do we need the one for the meet,1010,1789,9,meet,0,1,0.65,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000147,EN2001a,D,E,"Yeah , exactly .",220,1130,2,exactly,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000148,EN2001a,E,D,or manually or we're just taking the single most highly valued key-word utterance for the segment heading ?,300,7230,17,heading,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000149,EN2001a,D,D,"Well , we can start off",2019,1149,5,off,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_000150,EN2001a,D,E,was gonna start off I've v got sort of half-way through implementing one that does just I_D_F_ .,239,5090,19,f,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000151,EN2001a,D,E,one that does just I_D_F_ . And then just I can change that to work on whatever .,359,7140,18,whatever,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000152,EN2001a,D,E,by stuff like the hot spots and um the key-words in the search and stuff like that .,1869,5059,17,that,1,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000153,EN2001a,C,D,uh you said you are currently in uh implementing the idea . What exactly are you computing ?,530,7690,16,computing,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000154,EN2001a,C,D,said you are currently in uh implementing the idea . What exactly are you computing ? Okay .,1250,8770,15,okay,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_000155,EN2001a,D,C,frequency . 'Cause it's really easy to do basically . There's just like for a baseline really .,210,6059,15,really,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
